file,label,class3,venue,lighting,source,boundary,people_inside,people_total,ball,suspicion,why
2_playing/slot_20260712_2030_camB_t002832.jpg,2_playing,C2_ACTIVE_PLAY,venue_01,night,regular,True,2,9,False,0.5,"only 2 inside the boundary, below the play threshold"
2_playing/slot_20260712_2030_camB_t003042.jpg,2_playing,C2_ACTIVE_PLAY,venue_01,night,regular,True,1,9,False,0.5,"only 1 inside the boundary, below the play threshold"
2_playing/slot_20260712_2030_camB_t003312.jpg,2_playing,C2_ACTIVE_PLAY,venue_01,night,regular,True,3,6,False,0.5,"only 3 inside the boundary, below the play threshold"
2_playing/slot_20260712_2030_camB_t003402.jpg,2_playing,C2_ACTIVE_PLAY,venue_01,night,regular,True,3,9,False,0.5,"only 3 inside the boundary, below the play threshold"
1_empty/slot_20260711_1000_camA_t000029.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,3,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000044.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,5,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000059.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,3,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000074.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,3,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000086_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,3,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000089.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,4,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000104.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,3,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000119.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000134.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,2,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000149.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000164.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,2,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000179.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,2,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000194.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,3,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000209.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,3,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000254.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,True,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000284.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000299.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000314.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,2,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000322_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,2,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000329.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000344.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000359.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,3,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000374.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000389.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,2,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000404.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,2,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000419.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,3,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000434.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000449.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000479.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,2,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000524.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000539.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000554.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,1,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000569.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,2,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000584.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,2,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000599.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000614.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000629.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000644.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000659.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000674.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000689.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000704.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000719.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000734.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000749.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000764.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000779.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000794.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000809.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000824.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000839.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000854.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000865_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000869.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000884.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000899.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000914.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000929.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000944.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000959.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000974.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t000989.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001003.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001018.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001033.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001040_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001048.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001054_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001063.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001078.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001093.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001108.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001123.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001138.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001153.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001168.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001183.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001198.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001213.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001228.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001243.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001258.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001273.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001288.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001303.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001318.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001333.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001348.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001357_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001363.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001378.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001389_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001393.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001408.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001423.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001438.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001453.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001468.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001483.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001498.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001504_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001510_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001513.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001528.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001543.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001558.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001573.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001588.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001603.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001618.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001633.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001648.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001663.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001678.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001693.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001708.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001723.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001738.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001743_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001753.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001768.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001780_m.jpg,1_empty,C1_EMPTY,venue_01,day,motion,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001783.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001798.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
1_empty/slot_20260711_1000_camA_t001813.jpg,1_empty,C1_EMPTY,venue_01,day,regular,True,0,0,False,0.0,0 person(s) found in a frame labelled EMPTY
